ID,Nom de la filiale,Pays,Région,Secteur d'activité,Type de production,Volume de production,Coût de production,Prix de vente,Revenu,Dépenses,Profit,Nombre d'employés,Taux d'accidents,Investissements en RD,Emissions de CO2,Efficacité énergétique,Date de création de la filiale,Date de dernier rapport financier,Note ESG,Statut légal,Part de marché
2746,Young-Sandoval,Uzbekistan,West Martinton,Production,Gaz,4071,443960.25316591846,579048.1870664029,223761.15850740837,252659.78224225785,-24773.292801660224,1421,1.763716297754896,441704.4640108811,7900.363959711475,61.6105407729568,2016-05-19,2023-10-22,42.36,Publique,26.75
2747,Nguyen Inc,Monaco,Hernandezport,Production,Hydroélectrique,3787,195431.5229341344,183368.3715261256,992767.299402356,69532.1798011879,380485.3565520365,2387,9.72866407246187,427385.2825398176,9602.5107377447,77.50809303242818,2001-12-24,2023-02-28,75.74,Privée,63.32
2748,"Dickerson, Benton and Walsh",Guatemala,Huntshire,Renouvelables,Éolien,7727,285098.0693348242,118004.2966891158,404145.1187650754,453845.72026142245,285738.486455463,3647,8.420864782967335,49921.41988365521,7754.429323653765,76.80609302619455,1995-03-18,2023-06-30,97.17,Privée,63.77
2749,"Matthews, Patel and Miller",Papua New Guinea,Lake Erik,Renouvelables,Pétrole,5244,290541.49318706547,588387.7217173434,886846.5750699145,483987.22085710894,187615.07347690975,3263,5.28285807664338,248326.8798357908,5849.962111011632,14.4823223667245,2000-01-23,2023-01-06,17.43,Privée,93.64
2750,"Miller, Williams and Johnson",Jersey,Justinstad,Renouvelables,Gaz,6363,204879.9109774788,178044.85254868114,195916.84441192503,126413.35457640469,470168.5986312346,1192,3.8690689171746,327204.1392941954,1021.4822600896872,79.13378889240269,2009-08-17,2023-06-05,92.06,Publique,12.33
2751,"Hall, Weber and Smith",Comoros,Brownbury,Distribution,Éolien,1047,116043.54031066986,313776.7141980927,917614.4209316326,379601.1104730712,94212.40315028868,60,4.022648320855128,287157.0886967674,2008.5816667097515,89.12750236413413,2003-07-17,2023-08-03,15.07,Publique,19.2
2752,Gray LLC,Djibouti,West Melissa,Production,Pétrole,4101,374287.1204904684,512380.2002386774,390805.1949141036,356095.4931981534,80131.33388533501,3159,4.368027968110535,229976.919259332,5544.541795754158,74.90063967130261,1995-06-14,2023-03-05,24.44,Publique,95.79
2753,Tucker-Hudson,Palau,Leahchester,Production,Solaire,4203,435052.7826831357,239024.00069611505,691555.1526516335,482684.79695945344,51185.889285377445,634,8.279620512892564,273832.76357719774,9256.313739845846,35.527647617744265,2011-08-20,2023-06-04,98.87,Publique,33.76
2754,"Palmer, Ramos and Osborne",France,Port Cody,Raffinage,Pétrole,3951,209200.39360014373,486231.3036476337,994004.3701789296,474157.4525502461,114356.49452503068,1779,0.6338247061350266,44806.918202901164,6605.7171770731,37.84088107993392,2022-12-26,2023-07-15,59.88,Publique,31.84
2755,"Barton, Garcia and Dean",Estonia,East Emily,Raffinage,Gaz,7174,292488.593802998,473938.5431084349,839428.4650489237,266616.59883621504,257864.05356562365,2250,9.042771533630583,325533.5998122292,3419.121079263097,99.77876013979544,2021-05-31,2023-09-01,86.24,Publique,43.35
2756,Carter PLC,Burundi,Jenniferville,Production,Gaz,1578,441985.970982068,376791.6797274748,852146.1277882805,410449.148419147,78087.43173733384,1075,4.830556923862899,217699.23493039265,5456.516805809628,24.87969801775844,2014-10-26,2023-06-18,84.01,Publique,47.47
2757,Harmon-Ball,Greenland,South Meredithhaven,Exploration,Pétrole,161,247504.98186028452,189459.6298422279,686389.2847723474,167531.98879913217,191502.7459259721,4709,7.450117419491851,192299.59312810816,8579.499934313471,51.99106462393635,1998-12-08,2023-01-13,43.5,Partenariat,39.49
2758,Howell Group,Malta,South Kathleenburgh,Distribution,Hydroélectrique,4873,473787.7042274338,61792.168607960586,481467.2791306662,255118.3329447516,-32968.966751326945,3084,3.49004511578706,489165.64244670665,4147.678732765275,41.62139130621343,2005-08-29,2023-07-14,42.27,Privée,21.74
2759,Cohen-Adams,Palau,Lopezville,Raffinage,Solaire,5069,269236.3455732144,275904.9860559697,513638.63259828254,50734.28941494063,376122.558489644,4602,1.389843147254758,178514.91379916758,6756.54088276645,38.49230476365104,2000-10-11,2023-09-04,27.66,Publique,90.22
2760,Nguyen PLC,Aruba,West Danielleland,Production,Éolien,6115,431546.3817780859,76596.36996955301,740959.0709564677,227185.27784311888,126700.43944842182,3958,9.734082437290324,374978.7942413685,2528.860730051798,24.10043156396362,1997-05-05,2023-02-23,37.0,Publique,50.38
2761,"Savage, Williams and Rogers",Solomon Islands,Dennisstad,Raffinage,Éolien,6717,61468.46960875597,456715.6453693402,547515.3875763549,269742.5965591922,98690.52802683656,873,6.780491023701936,420762.1761718226,6094.735761981726,68.48736309932909,2015-08-16,2023-08-15,28.2,Partenariat,39.66
2762,Johnson-Anderson,Italy,Caldwellchester,Distribution,Pétrole,5749,484932.7641975788,88187.79804593942,999979.1388058376,204986.96647658123,173056.70376897277,3879,1.256961942719731,446914.82314567023,7194.149100707089,86.35298115835889,2022-06-01,2023-07-01,34.65,Partenariat,80.95
2763,Salinas LLC,Cook Islands,East Karina,Production,Hydroélectrique,1156,472769.42393587605,265095.1477313168,282471.2154680804,393372.1365981793,208231.86526983863,2854,0.7095205007143468,429648.0772276728,8215.111257624325,26.210486116043494,1997-10-31,2023-06-07,7.65,Publique,22.53
2764,Buchanan-Becker,Iraq,South Melinda,Exploration,Solaire,2926,79460.2479319746,97762.42327743852,544253.996295334,101371.27185724088,398962.9797541334,3667,4.038446826776393,36500.2835643504,7252.708672006635,93.59201230624106,2016-04-12,2023-02-07,55.69,Publique,61.91
2765,Jones and Sons,Romania,New Ashleymouth,Renouvelables,Gaz,4194,471241.41427389,492966.6366282572,609219.6881482168,114232.0579069007,261544.0267866752,4450,7.875045923707963,405785.1871208682,8420.247134558262,32.299084467396824,2004-07-19,2023-11-02,8.0,Privée,36.97
2766,"Thompson, Mccann and Crane",Switzerland,North Dana,Raffinage,Gaz,5393,95493.59915452493,527038.4836387825,438588.37830966566,101412.67526952112,188372.751950884,3242,9.016771383420265,248984.10941910875,522.1901734838402,12.32511513260923,2021-12-15,2023-08-21,44.89,Partenariat,65.21
2767,Robertson-Alexander,New Caledonia,Romeroland,Production,Pétrole,8352,93338.03335390604,479945.85984768247,150419.391900518,383106.89634119614,55270.74960738965,1247,2.775728274323934,249953.30993921869,406.6026601289408,96.15900526412096,2018-02-07,2023-06-16,78.66,Privée,5.96
2768,"Oliver, Jackson and Wise",Cyprus,Lake Audrey,Renouvelables,Solaire,9466,368369.6828793312,465746.7203653381,745249.0433289722,67032.68369094477,223270.04628785496,4789,1.3260560456089845,471899.54062685336,7544.260281370337,88.9945649830586,2023-11-08,2023-12-04,24.94,Privée,23.87
2769,Carpenter Group,Guam,Port Jesusburgh,Renouvelables,Solaire,9813,373493.60528068856,326924.05213468085,822668.3164610959,187376.6411507383,435716.2351779209,943,8.761742230870674,223456.89866201984,2239.945160724269,55.207347102245215,2007-06-14,2023-12-02,13.94,Partenariat,48.22
2770,Ramirez-Levine,Sao Tome and Principe,Berryfort,Raffinage,Gaz,5737,91503.30148037824,325450.07637611555,440753.964587507,225471.7022314095,34010.207189960056,3585,0.4606162341383746,320363.58685351856,1675.8333955697174,23.14006390628761,2017-09-01,2023-04-12,28.56,Partenariat,41.13
2771,"Carpenter, Harris and Austin",Bhutan,Lake Cynthiaton,Renouvelables,Gaz,9951,481032.6456235878,449618.8951463075,803880.7748593804,345963.134251401,294747.72009485593,3047,5.077789030415922,344609.57438029995,7610.421342221037,28.914229890729636,2003-02-15,2023-11-21,24.4,Partenariat,34.25
2772,"Murphy, Burnett and Cole",Niger,Lake Cynthiatown,Distribution,Gaz,9969,481610.58350767073,164807.00935578113,754045.4866728769,308018.1978673234,406758.0718361327,152,1.8809201448193715,470673.7975228773,3049.0257417488788,93.0380981834196,2021-04-06,2023-03-15,92.79,Publique,79.42
2773,Rogers PLC,French Polynesia,Kellyhaven,Exploration,Gaz,876,434491.3233521937,393916.3917337396,303887.4507223896,267422.9822989152,274353.2127497469,1485,4.781087347928992,205710.7095951359,4933.668795167882,95.53947186478796,1997-08-17,2023-06-28,75.54,Publique,5.44
2774,Park-Nichols,Uruguay,West Courtney,Raffinage,Solaire,4453,328339.81537910807,180341.07106155631,645151.675216018,133948.92301765535,167717.51186179335,3159,2.4941515333540187,12681.398443116746,7796.059796639093,33.602755902071834,2004-09-29,2023-10-22,13.27,Privée,46.76
2775,Jackson-Davis,Austria,Janeview,Exploration,Solaire,8130,59274.34735922399,487324.2935944604,559604.0966141858,253889.7691392885,26867.87143723607,3196,3.2476876400641705,276005.75497859373,8792.439689307885,39.87014073985053,2009-05-07,2023-11-26,84.01,Privée,5.43
2776,Kirk-Crawford,Ethiopia,East Jenniferchester,Exploration,Pétrole,3446,138358.58336198248,297864.96352663054,668161.2791072888,119924.73799266598,455313.985908926,4908,3.110716835568873,477637.53878765577,8976.93144036117,42.1993294771463,2018-09-05,2023-03-04,62.66,Privée,83.33
2777,"Powers, Martinez and Harrington",Sao Tome and Principe,East Elizabeth,Production,Gaz,1041,244337.7262608946,292507.6210560872,761844.9220827427,414653.89044580737,125258.21717331876,906,8.724732550210568,181241.54797829865,6159.402224399649,26.972057403828835,1996-12-07,2023-11-16,30.69,Privée,35.03
2778,Wilson Inc,Honduras,Leechester,Production,Éolien,774,444741.03863948863,577211.7220159622,344617.3624907004,337792.6553039736,98862.24150457776,2952,6.789139870452771,435337.9366110962,5686.588783196115,70.08426981757873,2009-01-17,2023-05-23,83.43,Publique,27.89
2779,"Lewis, Villegas and Wheeler",Ethiopia,South Kimberlystad,Production,Éolien,8115,231493.48736093595,483922.8953627133,626022.8893160236,150221.95946373057,319376.7110605448,4213,5.429203679647603,33280.02121720619,9855.327152692567,58.04779765047184,1995-11-07,2023-05-25,54.13,Publique,89.46
2780,Castillo-Daniels,Korea,West Jessica,Production,Pétrole,1274,335172.3808872614,325813.63998054486,735168.2862911265,224157.8591321781,89487.44031268661,1840,8.377220004038685,286160.1118047933,3326.154742120214,83.26993194648382,2003-12-13,2023-07-20,47.19,Partenariat,56.88
2781,"Decker, Phillips and Gentry",Finland,Vazquezside,Exploration,Solaire,1918,119722.17750632562,414117.1310138597,207487.90024930213,415808.6811930903,199122.97625387687,1907,1.9135206157730824,288718.57470169675,3005.365339658312,12.609079489689126,2012-04-12,2023-06-10,24.51,Privée,46.4
2782,Santana-Fields,Sudan,Dillonchester,Distribution,Hydroélectrique,5519,96562.18665488307,544037.4239397151,895973.896844798,91488.38887429578,293394.9525246387,4158,7.019178465122896,41702.22700253857,6337.820093750941,72.43183882621929,2000-11-17,2023-06-25,42.18,Privée,49.97
2783,Carlson and Sons,Azerbaijan,South Bob,Raffinage,Hydroélectrique,8961,382279.9398410717,450650.2007850281,795750.7337584551,174328.52091087963,149043.6143964542,1962,9.352703205694358,297945.09948582324,8682.819749523982,28.84825127424066,2000-05-09,2023-02-25,47.68,Partenariat,44.88
2784,Walker LLC,Guam,Nicoleville,Raffinage,Pétrole,1839,385331.7345597612,449378.92059771606,209542.14376879256,267849.91318954644,494539.63070845057,2153,1.573968747225256,64386.6898387602,372.212884144108,62.83903446488368,1996-02-06,2023-02-17,3.95,Privée,49.53
2785,Downs PLC,Uruguay,New Leslie,Distribution,Solaire,5900,305151.28028556344,484581.6828947745,973515.9421531332,189012.3814880731,401442.6472058328,4618,1.409178083891035,239889.83162379716,7616.902904483881,70.78026254744617,2008-02-15,2023-10-31,84.55,Partenariat,92.87
2786,Jackson-Bruce,Norway,New Jamesville,Production,Hydroélectrique,8471,220949.8533855321,208580.003489568,243783.12712776623,151540.2606914997,-6913.181999947992,2845,4.628062535899364,328823.43961490085,4641.867095122026,95.31785441659584,1994-12-20,2023-04-27,86.74,Partenariat,19.56
2787,Brock PLC,South Georgia and the South Sandwich Islands,North Kimberlyshire,Production,Solaire,2239,79495.68223854175,382477.6898381537,141836.18853145285,81654.4428595776,-6706.70971298316,1337,9.856015812181107,17895.221640205214,131.11052016809177,89.68810745412252,2019-01-10,2023-08-31,71.14,Partenariat,42.15
2788,Wyatt Group,Germany,Brianhaven,Exploration,Gaz,9311,346515.9727878552,262072.4442549504,773716.6813575036,454732.6137096759,92449.3045105231,1480,4.026274171534595,281899.0717480732,5333.871885114365,12.727397324521991,2000-12-25,2023-09-14,5.89,Partenariat,42.68
2789,Green-Rice,Italy,Millerside,Exploration,Solaire,8304,461321.38265713176,309882.0212070096,886545.065818278,437951.8733116893,289427.3328444728,3073,5.890160836874955,319893.69033416,3063.838491759258,24.82540516662632,2011-12-08,2023-01-24,65.06,Partenariat,85.78
2790,Adams-Brown,Belgium,Russellside,Exploration,Solaire,3833,266468.5339757372,408417.2390545497,107242.5595600169,405262.5815678702,5856.953724000312,76,0.845604860177479,335869.4701791146,1965.911415064139,60.13885222149911,2008-05-18,2023-05-18,71.61,Privée,78.03
2791,"Foley, Strong and Winters",Dominican Republic,Claytonbury,Production,Pétrole,8728,127116.1296211781,588060.2933399426,336169.9406030124,275259.2590850013,477232.48492935486,1616,6.530034353763226,488512.5389576092,2689.785761108957,53.39857008453258,2013-08-30,2023-08-11,69.25,Partenariat,20.74
2792,"Edwards, Gonzalez and Hunt",Germany,Port Marieshire,Raffinage,Gaz,4068,187983.37951790367,329825.2140274097,644772.5285355889,307550.0634766448,469122.1023409605,4807,6.369607764699348,461534.69945437775,6498.030133764688,72.01991353217625,2014-03-07,2023-05-06,49.95,Privée,51.93
2793,Thornton LLC,Libyan Arab Jamahiriya,Nicoleland,Raffinage,Solaire,8221,255312.93867869573,542397.0017749766,363509.691888782,432448.7914375358,320327.0606888631,3483,8.59012060333902,238748.0298202737,8147.221738987871,97.73321721241628,1995-07-04,2023-12-30,20.73,Partenariat,98.76
2794,Strickland Ltd,Honduras,South Andreaburgh,Exploration,Pétrole,6978,268637.8696390736,580576.3002790797,493211.8675646829,498795.36377936,-8473.487375954966,4245,7.732651245896599,420297.6749157899,8496.934805032079,63.94917246653105,2006-08-19,2023-01-10,84.27,Partenariat,36.73
2795,"Acosta, Ellison and Moore",Guinea-Bissau,West Amy,Exploration,Pétrole,8202,129940.95962201318,552508.8717675157,974211.1053632386,497454.2940573434,179239.2500197733,804,7.393513165010565,69434.68237737594,5948.547650715928,78.17946756473945,2012-05-10,2023-03-31,54.1,Partenariat,25.43
2796,Wheeler-Harvey,Austria,North Joshua,Renouvelables,Gaz,6996,60428.19635130634,234275.5415184066,190352.3473093949,387296.7975831915,53970.015370686335,3495,4.598072659477794,16134.66442289644,8296.829290526774,86.80186815244619,1997-01-05,2023-10-22,78.17,Privée,54.43
2797,"Smith, Hawkins and Knox",Puerto Rico,Lake Harold,Renouvelables,Éolien,3306,199277.67966790847,508334.7518776653,379362.6944536461,370619.665448657,488355.9787118579,304,0.1775206649830907,71486.31517743281,9468.00073499471,88.68859773044585,2020-02-09,2023-08-08,45.8,Partenariat,31.08
2798,Scott Inc,French Polynesia,Lake Christopherbury,Exploration,Pétrole,523,334458.88233400707,101208.12623830892,872517.5824351013,405336.2544274536,26791.687365350823,3387,8.080698563174336,58574.65358578261,6690.555325376248,16.18000617969908,1998-08-25,2023-11-15,1.77,Privée,18.8
2799,Mason-Mcgee,Paraguay,Julieview,Raffinage,Pétrole,9165,186786.7198950575,200905.7070033274,379001.6027722067,267990.7083320768,345377.7253505472,2218,2.6564687443388846,75936.9477365941,6569.611993353147,75.75885855265358,2015-01-06,2023-11-16,75.96,Partenariat,75.02
2800,"Lane, Howard and Stevens",Wallis and Futuna,New Edward,Renouvelables,Gaz,8195,82469.0324098859,222441.91424500104,511107.7625928965,122097.36464492106,327964.44010324,1401,7.247517014778556,343969.07103811874,8294.975626609947,68.2456724316367,2005-11-21,2023-03-26,86.09,Partenariat,74.99
2801,Hahn Ltd,Guernsey,Port Jennifer,Production,Pétrole,5693,396245.019980575,411738.8778967049,983150.6211907296,233581.4412767287,26700.863750115477,1740,4.219714493069117,225967.75936632024,3233.833629791217,43.928287412639314,2001-04-06,2023-11-15,91.13,Publique,77.71
2802,Wiggins Ltd,Bulgaria,West Derekfort,Exploration,Solaire,1248,129874.43678027298,596214.711061305,552172.7819035619,278022.9418115967,490359.03306294174,1932,6.182057588909799,200646.01423568145,9439.939289855043,74.41164067045307,1998-11-15,2023-07-25,64.2,Partenariat,58.51
2803,Perez-Armstrong,Philippines,South Andrewside,Production,Pétrole,7330,408459.3100549034,346458.78162097465,675669.038900858,314129.4037233814,388793.6778367952,2497,4.863503095443319,420976.0535466673,4152.683538448294,64.62876645222212,2021-07-01,2023-12-16,66.99,Partenariat,78.19
2804,"Poole, Harvey and Watts",Mayotte,Clarkhaven,Renouvelables,Solaire,3506,495897.4022934561,410962.0153882828,129845.52790719524,398878.2276400146,81064.26442966922,3082,4.519813719969435,102299.4420803757,5819.395964866062,80.09861055540416,2002-03-03,2023-07-20,57.73,Partenariat,68.24
2805,Willis Inc,New Caledonia,Sandytown,Production,Solaire,1849,314032.3582901482,143493.2560271154,511379.38688721496,471366.8222414278,295322.8099690098,1812,6.201496726093283,282830.62159353413,6197.865080874256,77.73394086948267,2012-06-19,2023-09-28,57.79,Partenariat,14.7
2806,Rodriguez-Haley,Maldives,West Carolside,Production,Gaz,8616,154189.04835755058,558915.9073267763,516873.031293026,499052.95225776994,189079.67615024396,225,3.991742400136983,156714.51091558408,3716.676579275677,38.7461624220876,1994-04-21,2023-08-26,99.15,Partenariat,26.2
2807,Gibbs-Villarreal,Monaco,Carolynland,Renouvelables,Pétrole,7569,273251.3483964902,592568.1463951668,881508.953816778,95731.03535713024,310338.55247714906,3544,7.933530549339162,11634.709429212697,6720.078123726682,87.93653096321914,1995-11-27,2023-10-10,85.85,Privée,64.61
2808,"Rodriguez, Hayes and Calhoun",Maldives,Jamesshire,Production,Gaz,9653,295620.89990873216,265499.33850983856,399828.3643472371,472025.4517501185,241132.1756779457,3198,7.664260775175517,242487.31768363147,9133.786916011872,56.478787638468575,2023-04-17,2023-10-06,57.88,Partenariat,8.07
2809,Martin Group,Wallis and Futuna,West Andrew,Renouvelables,Hydroélectrique,4357,334482.69518594485,557946.3407193589,937367.9678656826,264648.60461054125,307076.9028088583,920,6.475947010682436,273326.0970452969,355.349331231649,73.89288402391873,1995-07-28,2023-02-27,91.85,Partenariat,92.65
2810,Weber-Peck,Cook Islands,South Sheena,Raffinage,Gaz,9374,492934.2885015064,485312.2968429851,994674.8759283986,176345.76026883972,142463.5814112334,4111,0.9424912639169468,492986.0366892509,9252.542280945878,57.19839879668074,2013-06-25,2023-02-17,7.45,Privée,7.99
2811,Duke-Smith,Saint Lucia,Josephfurt,Raffinage,Gaz,9892,417983.9224911138,398098.1588244778,268947.6453074829,328310.82077276125,228623.6016321248,4825,9.050755444748953,139383.4636061331,5641.797123640558,51.78273699730877,2009-01-04,2023-11-19,94.96,Publique,13.9
2812,Marks-Perry,Belize,Mcphersonchester,Exploration,Gaz,9585,207243.4330169692,520338.1092810743,656892.3753201182,383497.9960391102,146383.74229239265,2773,2.828068605491232,270931.6535416506,2727.891012888329,78.13389986564232,2018-07-04,2023-09-24,52.46,Privée,51.27
2813,Cox LLC,Pitcairn Islands,West James,Renouvelables,Hydroélectrique,8369,468553.1101888768,94538.9177143092,287418.3398989063,268030.95078126225,479584.2216931352,1836,1.7434889411226462,417134.5865517542,3285.1633532893884,75.73835676145922,2017-03-16,2023-05-07,72.28,Privée,25.17
2814,Gates PLC,Madagascar,Moraleschester,Renouvelables,Gaz,2552,201154.93224711015,115887.00698516736,493080.99700027937,389070.60603893234,450338.8158412842,4881,8.373035863414938,10985.401538029728,7489.300670566031,61.59258995910772,2017-04-11,2023-08-08,50.51,Privée,12.54
2815,Brooks-Kidd,Tajikistan,New James,Distribution,Éolien,3896,145096.1412144313,190076.82021309104,749581.2513615714,295438.9726017661,114436.74225556044,4890,0.9804990284912074,416065.51249621913,4789.019180137574,75.38766595119807,2019-08-04,2023-10-22,5.86,Partenariat,33.2
2816,"Combs, Mendoza and Baldwin",Kuwait,Kramerport,Production,Solaire,8370,380943.8598049393,308096.68572515243,594251.4831886999,146234.13122446364,344214.7390707134,4177,1.8751002019075704,303560.04035794304,1339.850263228768,41.12199743196732,2017-02-16,2023-12-08,28.98,Privée,83.85
2817,Mcgrath-Williams,Uganda,Jessicashire,Distribution,Pétrole,1465,357438.5712886897,227301.65690896945,170875.74321368348,145849.3573067759,126375.28563024085,94,3.2800834981353177,428119.28400898137,8167.919719489527,91.27858069112054,2014-04-06,2023-08-26,17.18,Partenariat,23.53
2818,"Garcia, Acevedo and Davis",Bahrain,Yustad,Exploration,Éolien,2838,406389.2691996554,192019.59261947815,610855.5441787906,179174.11339852336,34272.47824542347,2731,0.1928337653308087,170245.813754126,3016.2856933980243,79.36443535316606,2006-02-23,2023-01-12,6.63,Publique,92.54
2819,Mcdaniel and Sons,Oman,Dalefort,Distribution,Solaire,4378,429575.0033848524,300117.9529625421,867672.9625012259,370617.8462180959,350866.897774791,4246,7.969485283664231,198244.32905605435,9746.305939141814,21.330610300595485,2007-01-31,2023-04-09,57.83,Partenariat,30.96
2820,Lawson Ltd,South Georgia and the South Sandwich Islands,Jonestown,Distribution,Gaz,1711,359862.8826207476,171968.18847609847,403866.639469636,250759.51394388257,125220.61113100674,4576,4.599091606367404,375339.08493241057,7452.493800871174,65.59589955853124,2012-11-26,2023-03-28,40.58,Publique,5.49
2821,"Webster, Camacho and Mills",Maldives,Diazhaven,Renouvelables,Gaz,8579,276949.94210273214,125845.20420188249,305821.5405543703,124272.6712842424,341469.751966661,1851,5.231046360920795,93881.38356093198,6616.0734425295705,79.8202598914667,2019-09-11,2023-03-30,20.86,Partenariat,46.22
2822,Ward-Bailey,Liechtenstein,North Erinport,Renouvelables,Éolien,960,331988.7114465197,342605.2960250122,713417.1876045055,447240.5518066223,349981.44988441333,2106,0.0503480742483186,306051.1035650356,1553.9455893518268,16.58853207029023,2019-01-07,2023-05-06,30.27,Partenariat,11.98
2823,"Shaffer, Keith and Ward",Korea,Port Kaylaville,Exploration,Éolien,2180,264551.9829181151,318347.0704555628,439229.1308854979,466371.0374118463,20483.03576274299,4248,3.482479272154999,205199.04048154037,310.57424486402385,86.7287134612535,2000-08-28,2023-02-13,12.38,Partenariat,74.78
2824,"Webster, Oconnell and Macdonald",Kuwait,Baileyland,Distribution,Solaire,5858,156590.12318508033,312907.5232169201,496274.3387502775,343601.37322968064,137084.0361270218,952,0.7442942313837608,267564.2698174028,2226.018277008434,65.47893458621266,2002-11-18,2023-06-03,24.41,Privée,98.83
2825,Williams-Rivera,Saudi Arabia,Chaveztown,Production,Hydroélectrique,2935,435939.3145865269,594474.5093882007,594758.8869129228,481043.1304522255,334626.9886896784,667,2.1264032180234125,53953.68067005004,8073.1399324182385,14.691674017333884,2003-08-12,2023-11-27,12.02,Partenariat,69.58
2826,"Delgado, Owens and Bradley",Korea,East Wendyhaven,Distribution,Éolien,9194,250636.8318365402,182310.9719549815,340902.32029089995,192072.4782710393,404273.2772022879,4880,1.422597219088234,315382.8716744781,1357.0152910741365,50.04783046165963,2014-03-11,2023-12-01,89.34,Publique,47.92
2827,"Boone, Bryant and Jacobson",United Kingdom,Lake Luke,Renouvelables,Pétrole,8022,155946.18273851514,75771.8437578305,167046.0259046602,148141.72217490303,123312.48631467446,3102,1.769610717879625,51363.0737913993,6583.763592748451,64.2057097582894,2018-04-24,2023-05-29,5.84,Privée,19.64
2828,Garcia Group,Australia,South Randallmouth,Distribution,Hydroélectrique,162,148856.97097931663,493093.6292358862,954113.0732222293,175662.55457665364,435279.9610177986,1665,3.794200506365749,132791.58792588123,9606.784130994887,89.04255463733907,2011-04-20,2023-02-03,42.42,Privée,40.31
2829,Mercado-Campos,Samoa,East Cathystad,Exploration,Hydroélectrique,9653,340006.65519337216,186794.1121045443,525039.4864158406,110919.18240706492,135369.50418132724,1288,2.1350398072997545,341758.60557615705,2582.723145495487,33.87639925257287,2019-03-21,2023-11-30,97.35,Privée,34.88
2830,Wilson-Stephenson,Christmas Island,North John,Distribution,Éolien,8559,481601.7396230872,108499.41661733504,759222.5667159715,351890.0572889569,211444.56761217664,1392,0.0742140112864897,467790.7543532534,4343.9693727773765,86.71775097033387,2023-04-10,2023-07-16,68.81,Publique,9.05
2831,Bennett Group,United States Minor Outlying Islands,West Dianehaven,Raffinage,Éolien,1814,80540.1752988799,312262.86428449926,904594.1158797524,101431.20721238956,-32507.7970154045,2205,9.650671657309116,394556.94033296045,9759.07352219267,20.383046502802944,2018-02-01,2023-04-19,68.13,Privée,93.42
2832,Smith PLC,Algeria,North Davidport,Distribution,Solaire,6945,242141.88812980536,234033.98814494305,876295.6920480683,455471.1659638196,29343.12082362405,999,0.3210205848563219,356168.65249827295,4777.378665615965,44.49322139217411,2001-08-30,2023-10-20,88.4,Publique,84.84
2833,"Cortez, Buck and Osborn",Lebanon,North Christina,Production,Hydroélectrique,3128,317160.24180426745,178527.4117045768,551000.3591173943,262864.37597903225,463559.0544491364,2058,2.203289729723811,169682.83233187316,1337.9626407534568,18.73617369811283,2009-05-01,2023-03-03,20.78,Partenariat,91.99
2834,"Ramirez, Graham and Rogers",Mauritius,Younghaven,Production,Pétrole,5393,460244.75295159634,147155.5004533197,169231.7301313582,424385.7044759462,432047.67252425867,2570,8.168775456005328,452966.94308540574,6757.486485076563,25.02851955521755,2013-09-05,2023-11-23,75.01,Publique,31.66
2835,Jones PLC,Sweden,East Chad,Distribution,Gaz,7952,433409.8404808126,547208.0139981165,648748.6430897111,327170.41819081147,27749.211227843523,3823,6.543899590455887,351580.5838033266,3137.246668347993,90.02979755206411,1994-05-25,2023-06-30,41.75,Partenariat,67.5
2836,"Macias, Ponce and Smith",Central African Republic,Bensonfurt,Renouvelables,Éolien,9598,377855.9685446153,396605.8077948485,688170.3169869714,220487.8509031994,145890.3142646433,62,2.660441108842276,117346.0982950606,1923.5747328021005,46.6542025952848,2002-10-25,2023-05-31,97.48,Publique,24.83
2837,Graves-Lawson,Djibouti,West Laurenview,Production,Hydroélectrique,550,207007.1736314127,582902.4522732352,756864.8855708293,138121.43640978687,379452.16238126,2668,9.701118071522082,165393.5489022121,7673.91118915923,10.463661304929522,2017-07-26,2023-08-24,38.32,Privée,34.91
2838,Smith Inc,Panama,Zimmermanview,Raffinage,Pétrole,3461,486228.6259498701,530321.7333335846,351878.98027893115,420256.1187827051,191899.3691777935,544,6.842276841356004,283110.47744203825,9050.342579262937,13.349614008311052,2022-07-28,2023-10-03,75.54,Privée,77.61
2839,"Mitchell, Noble and Carey",Saint Pierre and Miquelon,Leeland,Exploration,Hydroélectrique,3056,205158.89445807852,471915.3881166568,955707.6136692704,486276.2922743162,247093.4004064835,3705,0.4118506559792756,423002.4862560776,4045.4323751318975,61.42382287808216,2023-11-14,2023-05-12,3.56,Publique,59.49
2840,Richmond LLC,Chile,Christopherborough,Distribution,Gaz,8452,450204.5172033011,210877.816364345,164249.7795151234,392248.7004112247,248674.20415471095,2041,0.6203935878060751,81485.92012134094,6919.492967343001,60.88104807259524,2006-10-30,2023-08-27,1.23,Partenariat,97.74
2841,"Wood, Huff and Mayer",Monaco,South Jasonfurt,Production,Hydroélectrique,9338,339590.0418893292,594741.1183386364,421397.9536322824,454436.1249516157,296289.4454336278,3768,0.082413083778986,203862.8043258777,7996.5761238622845,94.56377608116304,2008-01-31,2023-03-14,43.88,Partenariat,69.18
2842,Baldwin-Miller,Heard Island and McDonald Islands,Johnland,Distribution,Pétrole,3911,446607.9719597531,222508.8797734556,364182.40849859937,80430.62925104718,45972.45365306645,2733,2.071176608409303,342798.00250080205,8966.836914754029,98.66851649579344,2000-12-15,2023-09-30,48.15,Privée,57.83
