ID_Client,Pays,TypeAbonnement,AppareilPrincipal,StatutCompte,GenrePrefere,ModePaiement,LanguePreferee,DateInscription,DateDernierPaiement,DateDebutAbonnement,DateFinAbonnement,DureeTotaleVisionnage,NombreConnexionsMois,MontantDernierPaiement,AgeUtilisateur,NombreFilmsRegardes,NombreEpisodesRegardes
535,Japon,Basic,PC,Suspendu,Drame,Virement,Hindi,2021-03-15,2015-12-10,2022-11-07,2023-05-22,228,85,9.36,58,13,142
536,France,Basic,TV,Annulé,Comédie,Carte de crédit,Allemand,2020-12-12,2017-05-01,2017-10-06,2021-11-04,343,11,8.03,72,83,206
537,France,Basic,Mobile,Actif,Horreur,PayPal,Espagnol,2020-06-26,2023-06-08,2020-07-03,2020-08-20,4378,36,11.81,54,99,52
538,USA,Standard,Tablette,Suspendu,Horreur,PayPal,Japonais,2023-02-07,2018-05-19,2022-05-09,2023-03-11,734,57,10.66,60,43,170
539,Canada,Premium,Tablette,Annulé,Comédie,Chèque,Français,2022-01-11,2016-02-05,2019-11-28,2021-05-23,3213,52,7.38,47,64,45
540,USA,Basic,Tablette,Annulé,Sci-Fi,PayPal,Espagnol,2016-02-01,2020-10-16,2019-06-01,2020-03-03,1651,50,10.96,56,44,59
541,Canada,Basic,Tablette,Suspendu,Sci-Fi,Carte de crédit,Japonais,2017-08-27,2017-09-11,2019-12-10,2019-12-21,1635,63,12.7,62,99,15
542,Inde,Premium,PC,Suspendu,Documentaire,Carte de crédit,Espagnol,2022-06-10,2015-03-02,2015-06-05,2019-07-17,3906,45,7.25,27,33,19
543,Japon,Premium,Tablette,Actif,Comédie,Carte de crédit,Anglais,2016-02-02,2017-02-11,2022-03-23,2023-01-22,2799,58,11.47,55,21,218
544,Brésil,Premium,TV,Annulé,Action,PayPal,Japonais,2021-09-04,2018-04-29,2017-03-28,2022-11-29,4018,79,8.92,67,38,87
545,Allemagne,Standard,PC,Suspendu,Sci-Fi,Virement,Japonais,2019-09-06,2018-11-10,2021-11-18,2022-01-28,2631,66,10.45,22,31,235
546,Inde,Standard,Mobile,Actif,Horreur,Virement,Hindi,2020-06-17,2015-12-08,2017-03-05,2017-08-03,4916,40,8.13,48,57,57
547,France,Basic,PC,Actif,Sci-Fi,Virement,Japonais,2017-01-31,2017-08-08,2023-11-27,2024-03-09,1447,84,8.09,35,77,26
548,Allemagne,Premium,PC,Actif,Documentaire,PayPal,Espagnol,2023-06-28,2019-08-23,2018-04-17,2022-06-10,1857,82,8.56,68,86,13
549,USA,Premium,Tablette,Actif,Action,PayPal,Espagnol,2016-07-06,2023-09-08,2015-08-03,2019-11-04,1588,2,8.66,26,3,98
550,France,Premium,Tablette,Suspendu,Sci-Fi,Chèque,Japonais,2015-03-02,2016-05-17,2023-03-20,2023-11-15,655,3,14.29,28,22,212
551,Canada,Basic,Mobile,Annulé,Drame,Carte de crédit,Français,2021-05-06,2017-06-25,2017-06-28,2018-01-06,2422,54,10.56,43,82,275
552,Japon,Basic,TV,Actif,Action,Carte de crédit,Allemand,2015-02-01,2015-05-21,2021-09-29,2021-10-24,2149,45,11.46,74,34,177
553,France,Standard,Tablette,Actif,Sci-Fi,Carte de crédit,Français,2017-08-23,2022-10-14,2017-10-19,2022-11-07,925,57,11.41,53,55,107
554,Canada,Standard,Tablette,Suspendu,Drame,Carte de crédit,Français,2017-06-21,2016-11-30,2017-04-24,2022-05-25,3177,17,14.8,53,67,115
555,Brésil,Standard,Mobile,Actif,Sci-Fi,PayPal,Espagnol,2017-08-22,2019-06-30,2022-01-24,2022-07-16,729,20,6.11,71,13,129
556,Brésil,Basic,Tablette,Suspendu,Action,PayPal,Espagnol,2023-03-12,2017-09-15,2017-07-31,2020-01-14,3277,45,11.84,32,5,171
557,Canada,Basic,Mobile,Annulé,Sci-Fi,PayPal,Français,2021-12-12,2021-05-24,2015-12-04,2022-10-01,4484,29,10.12,73,19,6
558,Allemagne,Basic,Tablette,Annulé,Horreur,Chèque,Français,2018-12-29,2017-09-04,2016-10-21,2016-10-28,4780,97,6.85,35,83,183
559,Inde,Basic,Tablette,Actif,Sci-Fi,Chèque,Hindi,2022-07-18,2017-01-29,2022-06-01,2022-07-12,3816,4,6.06,18,27,157
560,Allemagne,Basic,Tablette,Suspendu,Horreur,PayPal,Espagnol,2016-05-23,2018-12-11,2021-09-24,2021-10-16,4126,35,8.1,69,10,206
561,Japon,Premium,Tablette,Actif,Documentaire,Virement,Espagnol,2023-07-15,2018-06-26,2018-02-18,2021-10-25,3394,39,14.44,50,86,173
562,USA,Basic,Mobile,Suspendu,Sci-Fi,Carte de crédit,Français,2015-08-16,2021-12-08,2016-11-06,2017-08-24,2722,42,15.85,68,57,182
563,Inde,Standard,PC,Actif,Comédie,Chèque,Anglais,2022-01-01,2022-07-29,2023-11-15,2023-12-17,4458,24,6.39,53,89,40
564,Canada,Basic,PC,Annulé,Documentaire,Virement,Hindi,2019-02-17,2015-03-08,2016-11-06,2017-09-13,4793,9,6.89,19,34,119
565,USA,Premium,PC,Actif,Documentaire,PayPal,Anglais,2023-05-11,2020-04-26,2023-04-06,2023-11-08,905,95,11.76,67,8,131
566,Allemagne,Basic,PC,Actif,Drame,Carte de crédit,Hindi,2019-03-19,2016-05-05,2022-08-22,2023-03-21,1426,56,10.87,37,20,34
567,France,Standard,PC,Suspendu,Comédie,PayPal,Japonais,2023-02-01,2016-08-05,2019-11-13,2020-09-06,2180,14,11.17,73,22,160
568,Canada,Premium,Mobile,Actif,Comédie,Carte de crédit,Français,2022-09-20,2022-11-15,2017-09-20,2021-06-20,1268,41,7.05,24,76,208
569,France,Basic,TV,Annulé,Comédie,Virement,Hindi,2015-03-19,2023-04-06,2019-11-12,2020-02-11,2490,0,15.2,37,64,154
570,Brésil,Basic,PC,Actif,Sci-Fi,Chèque,Anglais,2018-12-05,2023-04-10,2016-08-19,2018-01-08,3922,38,11.78,48,11,247
571,Canada,Standard,Mobile,Actif,Horreur,PayPal,Français,2022-09-08,2017-03-24,2018-02-07,2019-04-27,4804,9,6.29,66,75,259
572,France,Standard,PC,Annulé,Horreur,Chèque,Hindi,2020-12-25,2020-09-23,2015-11-29,2016-05-27,152,16,14.89,57,28,98
573,Japon,Basic,TV,Annulé,Action,PayPal,Français,2015-08-29,2015-07-09,2016-04-17,2021-11-28,1144,4,13.26,53,48,135
574,Canada,Standard,TV,Suspendu,Sci-Fi,Virement,Français,2022-09-30,2016-12-09,2022-06-10,2022-08-15,4813,13,14.71,31,74,223
575,France,Standard,TV,Suspendu,Documentaire,Chèque,Allemand,2019-01-15,2016-09-27,2018-10-07,2021-04-12,212,58,8.0,47,50,39
576,France,Standard,PC,Annulé,Documentaire,Chèque,Hindi,2017-07-05,2015-08-31,2019-02-16,2019-06-22,754,28,12.89,53,90,242
577,Canada,Standard,Mobile,Suspendu,Documentaire,PayPal,Allemand,2015-08-11,2017-04-25,2021-06-02,2022-03-16,1978,70,13.88,47,23,34
578,Inde,Standard,Mobile,Annulé,Documentaire,Virement,Allemand,2022-05-11,2016-06-20,2021-11-07,2022-10-04,4421,25,11.76,18,48,113
579,Japon,Premium,Tablette,Suspendu,Comédie,Carte de crédit,Allemand,2020-01-18,2023-03-27,2017-02-28,2021-04-14,4742,90,13.69,59,21,177
580,Inde,Standard,TV,Annulé,Comédie,PayPal,Anglais,2016-11-04,2020-06-07,2015-03-23,2016-05-13,4000,7,6.14,72,13,236
581,USA,Premium,Tablette,Suspendu,Comédie,Carte de crédit,Allemand,2017-07-16,2022-11-29,2023-04-02,2023-10-10,2989,8,9.23,41,89,86
582,Inde,Basic,Mobile,Suspendu,Comédie,Virement,Espagnol,2021-12-29,2016-02-01,2017-05-21,2022-08-23,4154,13,13.33,34,94,244
583,Inde,Standard,PC,Annulé,Action,Chèque,Japonais,2021-05-25,2018-05-14,2015-05-01,2016-04-23,4936,52,7.25,57,35,245
584,Inde,Basic,TV,Actif,Action,Chèque,Allemand,2023-12-19,2017-04-14,2023-03-17,2023-08-23,1136,25,15.85,59,73,144
585,Canada,Premium,PC,Annulé,Horreur,PayPal,Anglais,2015-12-27,2021-06-09,2022-07-02,2022-11-05,4661,23,10.07,68,85,208
586,Inde,Standard,PC,Actif,Comédie,Virement,Japonais,2015-04-25,2015-11-07,2017-02-04,2019-08-01,1475,3,8.15,72,31,280
587,Brésil,Standard,PC,Suspendu,Drame,Carte de crédit,Français,2022-11-12,2020-05-25,2018-03-02,2021-12-24,3815,79,13.0,72,69,46
588,Brésil,Basic,TV,Annulé,Documentaire,Virement,Japonais,2021-10-01,2021-01-31,2021-04-22,2021-05-25,1418,43,9.5,26,86,18
589,Allemagne,Premium,PC,Actif,Action,Carte de crédit,Espagnol,2017-07-17,2023-03-26,2022-04-20,2023-05-12,4470,4,7.51,25,14,70
590,Inde,Standard,PC,Suspendu,Horreur,Virement,Français,2016-03-24,2021-08-03,2023-03-04,2023-11-07,3396,50,9.64,33,20,77
591,Japon,Premium,TV,Actif,Drame,Carte de crédit,Hindi,2016-04-14,2016-06-10,2021-12-03,2022-10-24,2655,35,10.77,62,21,56
592,Japon,Standard,PC,Suspendu,Sci-Fi,Chèque,Anglais,2016-09-05,2021-09-10,2017-11-18,2021-01-10,2699,27,15.65,46,49,42
593,Japon,Basic,TV,Annulé,Action,Virement,Allemand,2017-07-17,2020-01-16,2016-02-26,2021-06-27,3525,1,8.58,20,75,246
594,USA,Premium,PC,Annulé,Comédie,Chèque,Français,2022-09-28,2019-06-18,2018-12-25,2019-03-14,3322,99,12.21,30,49,150
595,USA,Basic,Mobile,Actif,Documentaire,Carte de crédit,Allemand,2015-09-27,2022-01-20,2017-10-12,2022-04-07,3572,78,6.73,55,25,195
596,USA,Standard,TV,Suspendu,Sci-Fi,PayPal,Allemand,2018-10-21,2017-02-18,2023-07-20,2023-08-20,2076,73,11.69,70,55,11
597,Japon,Basic,PC,Actif,Comédie,Chèque,Français,2022-11-22,2023-06-12,2022-06-12,2023-03-14,3846,86,6.07,69,35,143
598,France,Standard,Mobile,Annulé,Drame,Chèque,Allemand,2021-06-02,2020-03-28,2017-11-01,2022-01-22,72,15,13.02,61,61,106
599,Brésil,Premium,Mobile,Annulé,Action,PayPal,Français,2020-02-28,2022-03-12,2020-12-26,2021-12-30,2433,67,13.61,23,61,236
600,USA,Standard,PC,Actif,Documentaire,Carte de crédit,Français,2023-12-23,2021-06-19,2019-05-09,2019-10-06,111,23,14.32,52,45,2
601,France,Premium,Tablette,Actif,Horreur,Chèque,Allemand,2020-09-07,2016-06-06,2023-03-07,2023-05-08,962,76,13.24,42,38,231
602,Allemagne,Standard,PC,Actif,Sci-Fi,Chèque,Espagnol,2022-12-13,2018-10-30,2017-04-27,2022-07-29,599,44,14.16,71,59,277
603,Brésil,Standard,Mobile,Suspendu,Sci-Fi,Chèque,Français,2015-12-21,2017-02-24,2018-01-08,2022-06-22,4991,47,11.88,73,39,36
604,Brésil,Basic,PC,Suspendu,Horreur,Chèque,Hindi,2015-11-15,2018-04-19,2015-07-14,2016-06-24,1795,1,10.06,51,30,41
605,Canada,Basic,TV,Actif,Horreur,Carte de crédit,Japonais,2016-03-29,2022-05-15,2018-03-07,2018-11-11,4306,11,11.64,69,74,15
606,Brésil,Premium,PC,Annulé,Horreur,Chèque,Japonais,2022-08-20,2019-05-30,2022-08-07,2023-01-18,4751,67,11.74,40,71,88
607,USA,Basic,PC,Suspendu,Sci-Fi,Virement,Français,2019-06-27,2017-02-16,2023-11-14,2024-09-29,3480,35,13.25,49,90,137
608,Inde,Basic,Tablette,Actif,Horreur,Virement,Français,2019-06-24,2017-11-24,2016-04-20,2017-04-05,805,81,7.45,25,22,230
609,Japon,Premium,PC,Annulé,Horreur,Chèque,Allemand,2017-02-25,2022-05-13,2021-07-09,2021-10-14,3842,4,12.74,19,82,213
610,USA,Basic,Tablette,Suspendu,Documentaire,Virement,Espagnol,2016-10-13,2021-08-29,2016-09-01,2019-10-07,1856,30,9.75,23,73,180
611,France,Standard,TV,Actif,Action,Virement,Anglais,2017-04-05,2023-11-15,2021-08-16,2022-06-10,3168,63,8.58,36,70,183
612,Inde,Basic,Tablette,Actif,Horreur,PayPal,Japonais,2022-11-24,2016-12-28,2023-10-19,2024-03-10,853,66,7.99,41,86,286
613,Japon,Standard,TV,Annulé,Action,Carte de crédit,Allemand,2022-07-05,2023-12-31,2022-12-07,2022-12-24,662,32,10.86,67,27,54
614,Inde,Basic,PC,Actif,Documentaire,PayPal,Allemand,2021-04-06,2019-01-05,2020-08-13,2021-06-04,522,7,7.14,70,85,102
615,Brésil,Standard,TV,Actif,Action,Chèque,Japonais,2018-10-02,2023-12-14,2019-12-19,2020-09-13,2678,23,10.81,26,37,64
616,Japon,Premium,PC,Suspendu,Drame,PayPal,Allemand,2018-05-14,2021-11-10,2021-01-02,2021-10-02,4625,55,11.8,46,32,74
617,Allemagne,Standard,Tablette,Suspendu,Horreur,Virement,Espagnol,2020-08-28,2022-09-07,2021-04-13,2021-12-28,1321,30,6.59,72,38,223
618,Allemagne,Basic,Tablette,Actif,Action,Chèque,Français,2015-09-26,2015-04-20,2017-10-28,2018-10-16,348,61,15.22,72,88,290
619,Allemagne,Basic,TV,Actif,Sci-Fi,PayPal,Japonais,2016-01-12,2017-10-24,2016-05-20,2017-11-24,34,35,10.9,26,92,258
620,Inde,Basic,Tablette,Annulé,Documentaire,Carte de crédit,Hindi,2022-07-14,2020-09-07,2019-05-01,2022-02-24,334,98,15.3,41,35,294
621,Allemagne,Standard,Mobile,Suspendu,Drame,Virement,Japonais,2023-04-19,2015-12-16,2017-10-25,2019-12-10,2179,69,8.11,23,45,94
622,France,Standard,Tablette,Actif,Action,PayPal,Français,2018-01-19,2023-01-23,2023-05-16,2023-08-16,2532,24,13.99,23,29,229
623,USA,Premium,PC,Annulé,Comédie,PayPal,Français,2021-02-07,2018-07-02,2015-06-03,2023-05-10,4585,56,13.31,35,70,87
624,Brésil,Standard,Tablette,Annulé,Sci-Fi,Carte de crédit,Anglais,2021-02-06,2022-12-16,2020-04-12,2022-11-03,1920,20,5.99,42,30,97
625,Brésil,Basic,Mobile,Annulé,Drame,PayPal,Français,2022-05-25,2018-05-07,2019-08-01,2020-01-20,4225,50,6.15,21,41,13
626,Allemagne,Premium,PC,Suspendu,Action,Carte de crédit,Espagnol,2015-07-27,2019-04-05,2016-05-20,2018-03-05,2268,82,7.52,66,16,115
627,Allemagne,Standard,PC,Annulé,Drame,PayPal,Espagnol,2023-02-07,2020-04-06,2018-07-05,2018-08-19,4574,41,14.96,56,36,157
628,Allemagne,Basic,Tablette,Suspendu,Documentaire,PayPal,Japonais,2017-04-10,2020-06-26,2015-09-03,2018-08-04,985,86,7.81,29,61,296
629,Japon,Premium,TV,Suspendu,Drame,Carte de crédit,Hindi,2023-06-26,2023-03-06,2023-10-18,2024-04-25,2931,5,7.85,46,25,21
630,USA,Basic,Tablette,Suspendu,Comédie,Carte de crédit,Hindi,2021-04-29,2022-04-19,2020-01-19,2020-10-10,4781,48,8.8,28,45,263
631,Canada,Standard,Tablette,Annulé,Documentaire,PayPal,Allemand,2019-12-16,2015-07-06,2022-05-29,2023-02-16,870,27,9.4,39,10,62
632,USA,Premium,Mobile,Annulé,Documentaire,Chèque,Hindi,2023-12-20,2021-06-25,2015-04-20,2019-12-25,3367,98,9.48,59,2,230
633,Japon,Standard,Tablette,Suspendu,Horreur,Chèque,Anglais,2016-12-03,2016-08-30,2020-02-29,2022-04-28,4507,29,11.39,63,51,84
634,USA,Premium,Tablette,Actif,Horreur,PayPal,Japonais,2023-05-06,2018-07-16,2021-11-20,2022-05-18,1270,18,7.03,18,70,24
635,USA,Standard,Tablette,Suspendu,Action,Virement,Anglais,2021-09-06,2019-08-14,2019-08-04,2020-05-08,735,36,15.68,47,63,111
636,Brésil,Standard,TV,Annulé,Documentaire,Chèque,Français,2019-12-13,2018-08-10,2022-05-25,2023-03-05,4607,57,6.63,30,24,72
637,Inde,Standard,PC,Suspendu,Comédie,Virement,Allemand,2023-07-26,2023-10-26,2017-12-26,2023-02-12,2792,40,9.38,43,63,116
638,France,Basic,TV,Suspendu,Horreur,Virement,Allemand,2018-04-15,2016-05-22,2020-04-18,2021-09-04,513,17,14.74,39,20,250
639,Brésil,Basic,Tablette,Suspendu,Action,PayPal,Anglais,2019-01-25,2017-01-04,2019-07-21,2020-10-24,4715,14,10.7,71,82,159
640,Brésil,Standard,PC,Suspendu,Comédie,Virement,Anglais,2015-09-09,2020-07-22,2015-08-01,2020-12-21,2896,66,9.13,62,33,17
641,Canada,Basic,PC,Annulé,Action,Carte de crédit,Allemand,2017-10-11,2023-04-12,2021-07-11,2022-02-13,834,97,14.49,61,59,98
642,Japon,Basic,PC,Actif,Horreur,PayPal,Espagnol,2017-08-08,2020-10-20,2018-01-08,2018-10-02,1025,91,9.36,18,99,152
643,Brésil,Premium,Tablette,Annulé,Documentaire,Chèque,Hindi,2023-01-23,2019-03-24,2020-03-27,2020-11-28,3181,35,14.65,70,50,60
644,Inde,Premium,PC,Annulé,Comédie,PayPal,Japonais,2021-02-23,2018-06-02,2015-07-19,2022-07-06,2382,22,14.62,72,94,256
645,USA,Basic,PC,Actif,Action,Carte de crédit,Anglais,2023-08-16,2021-02-08,2021-10-21,2022-05-06,1596,33,9.42,30,58,257
646,Allemagne,Standard,TV,Annulé,Action,PayPal,Anglais,2023-12-07,2018-09-22,2017-08-23,2020-06-21,4155,37,8.27,50,76,50
647,Brésil,Premium,Tablette,Suspendu,Comédie,Virement,Allemand,2017-08-13,2022-06-29,2018-03-22,2023-10-24,1568,60,6.29,42,34,184
648,Brésil,Basic,PC,Suspendu,Horreur,Carte de crédit,Japonais,2017-03-21,2021-11-27,2020-09-28,2022-01-29,2730,13,15.03,64,37,11
649,Inde,Premium,PC,Actif,Horreur,Virement,Japonais,2021-12-07,2019-03-24,2021-02-15,2021-02-22,1549,44,12.66,62,51,154
650,Inde,Premium,Tablette,Suspendu,Horreur,PayPal,Hindi,2020-10-22,2022-02-03,2015-06-24,2015-12-17,2527,64,7.74,49,28,62
651,Brésil,Basic,Tablette,Annulé,Sci-Fi,Chèque,Anglais,2020-01-26,2022-12-24,2021-06-23,2021-12-12,4303,29,12.91,61,58,178
652,Brésil,Premium,PC,Suspendu,Drame,Carte de crédit,Japonais,2023-09-19,2019-02-06,2018-01-18,2018-11-28,4409,75,14.47,40,26,115
653,Brésil,Premium,Tablette,Actif,Horreur,Chèque,Espagnol,2018-07-31,2020-10-05,2020-10-03,2022-06-15,1843,91,15.12,35,80,275
654,Canada,Standard,Tablette,Annulé,Comédie,Virement,Japonais,2023-02-04,2020-04-07,2022-10-17,2023-04-03,2206,73,15.44,55,20,102
655,Japon,Premium,Tablette,Suspendu,Comédie,Chèque,Espagnol,2020-12-18,2020-08-24,2017-06-28,2021-04-29,482,61,7.79,55,35,33
656,USA,Premium,TV,Actif,Sci-Fi,Chèque,Japonais,2020-05-30,2020-06-05,2019-06-22,2019-07-12,1868,80,7.59,58,44,147
657,Allemagne,Premium,PC,Annulé,Sci-Fi,Chèque,Japonais,2017-06-06,2021-06-16,2018-07-15,2021-02-20,3070,68,9.83,73,52,207
658,Allemagne,Basic,Mobile,Annulé,Comédie,Chèque,Français,2020-02-16,2021-11-12,2016-01-24,2020-11-26,2078,73,13.61,39,23,127
659,USA,Basic,TV,Actif,Drame,Chèque,Hindi,2019-03-20,2015-10-11,2015-07-11,2020-02-13,419,37,8.34,56,58,274
660,France,Basic,PC,Suspendu,Drame,Chèque,Espagnol,2016-08-29,2021-12-13,2021-12-17,2022-09-23,2342,18,10.65,41,91,294
661,France,Premium,Tablette,Actif,Documentaire,Chèque,Hindi,2020-12-22,2018-11-28,2021-11-07,2022-04-20,4316,82,14.39,18,50,21
662,Brésil,Premium,Mobile,Actif,Sci-Fi,PayPal,Japonais,2020-03-09,2023-09-18,2017-07-05,2020-12-18,1898,27,13.65,39,46,111
663,Allemagne,Basic,TV,Suspendu,Comédie,Chèque,Allemand,2017-04-04,2019-04-02,2020-06-21,2021-01-13,4931,19,7.69,67,90,161
664,Japon,Standard,Tablette,Annulé,Horreur,Chèque,Espagnol,2023-02-27,2017-04-08,2018-05-27,2021-07-07,75,99,12.24,50,47,145
665,Brésil,Standard,TV,Annulé,Sci-Fi,PayPal,Français,2018-11-28,2018-01-24,2019-05-20,2021-09-07,4751,98,13.09,61,22,283
666,Canada,Premium,Mobile,Suspendu,Action,Virement,Espagnol,2022-11-22,2018-08-14,2021-02-22,2022-02-12,3790,51,13.05,23,27,285
667,Brésil,Premium,TV,Annulé,Sci-Fi,PayPal,Hindi,2016-10-03,2016-12-25,2016-03-27,2023-04-08,2604,28,9.63,73,33,59
668,Inde,Basic,Tablette,Annulé,Documentaire,Virement,Japonais,2019-06-16,2019-10-07,2016-07-06,2017-05-05,4221,93,7.11,71,6,86
669,Inde,Premium,Tablette,Suspendu,Sci-Fi,Chèque,Japonais,2023-10-10,2021-04-10,2021-11-11,2022-02-04,1020,87,7.18,56,2,39
670,USA,Standard,PC,Suspendu,Sci-Fi,Virement,Hindi,2021-12-12,2021-05-27,2020-02-24,2021-02-14,3458,71,9.09,25,86,275
671,Allemagne,Basic,TV,Actif,Drame,PayPal,Français,2018-04-02,2016-07-03,2021-09-27,2022-02-04,1803,37,11.31,35,48,158
672,France,Premium,PC,Actif,Horreur,Carte de crédit,Français,2020-03-04,2023-05-26,2023-01-17,2023-01-27,3388,58,14.36,38,27,102
673,Inde,Standard,TV,Actif,Horreur,Virement,Espagnol,2022-06-17,2021-08-26,2019-01-25,2019-06-11,2226,59,9.96,66,20,207
674,Allemagne,Standard,PC,Annulé,Sci-Fi,Carte de crédit,Japonais,2015-10-12,2020-02-15,2020-04-20,2022-09-17,4979,6,12.81,48,79,175
675,Allemagne,Standard,TV,Annulé,Drame,Carte de crédit,Anglais,2022-07-21,2017-10-06,2019-09-22,2020-01-15,2919,29,9.52,45,20,253
676,Brésil,Premium,Mobile,Annulé,Action,Carte de crédit,Hindi,2015-02-03,2022-02-16,2015-12-18,2017-11-05,2776,73,7.19,31,94,54
677,Japon,Premium,Tablette,Suspendu,Sci-Fi,Virement,Allemand,2016-10-26,2021-10-05,2017-03-25,2018-07-31,4300,21,10.96,26,77,80
678,France,Standard,Mobile,Suspendu,Horreur,Virement,Anglais,2020-02-13,2022-06-17,2018-11-29,2020-05-23,4735,96,6.01,31,93,126
679,France,Standard,PC,Annulé,Sci-Fi,PayPal,Japonais,2021-02-03,2016-08-25,2021-08-17,2021-09-25,4077,50,10.25,25,93,200
680,USA,Basic,PC,Annulé,Comédie,PayPal,Allemand,2021-05-01,2018-05-25,2016-02-03,2021-01-27,1002,31,11.61,26,23,200
681,USA,Standard,PC,Suspendu,Drame,PayPal,Espagnol,2015-05-30,2022-03-02,2020-01-14,2022-12-25,246,69,6.43,21,44,65
682,France,Standard,PC,Annulé,Action,Carte de crédit,Allemand,2020-06-29,2015-07-28,2016-05-12,2017-03-05,830,60,10.09,38,42,172
683,Japon,Premium,PC,Suspendu,Horreur,Chèque,Japonais,2021-09-23,2021-07-04,2017-10-25,2018-02-10,993,95,13.35,59,31,47
684,France,Basic,Tablette,Annulé,Action,Virement,Hindi,2017-09-01,2020-11-11,2019-04-16,2022-04-05,4216,5,13.15,29,42,121
685,France,Standard,PC,Actif,Documentaire,Virement,Anglais,2022-02-12,2019-02-16,2019-06-02,2019-09-20,1735,31,11.25,53,97,185
686,Japon,Basic,Mobile,Suspendu,Drame,Carte de crédit,Français,2023-03-24,2021-09-11,2016-01-30,2022-03-21,51,6,6.25,55,62,4
687,Canada,Basic,Mobile,Suspendu,Horreur,Virement,Allemand,2015-10-12,2019-02-02,2018-10-10,2020-03-22,1289,40,14.47,28,92,22
688,Canada,Premium,Tablette,Annulé,Comédie,PayPal,Espagnol,2021-12-07,2023-12-04,2022-03-29,2022-05-23,4063,53,6.58,44,47,9
689,France,Premium,TV,Actif,Action,PayPal,Anglais,2016-03-01,2016-07-20,2023-08-16,2023-08-20,1176,57,13.62,27,17,177
690,Japon,Premium,Tablette,Annulé,Horreur,PayPal,Français,2020-11-29,2019-02-15,2017-12-28,2019-08-19,1229,44,10.66,67,45,248
691,Canada,Basic,Mobile,Suspendu,Action,PayPal,Anglais,2016-05-19,2020-01-12,2015-07-30,2016-09-10,3328,32,8.25,46,59,39
692,Japon,Basic,Mobile,Annulé,Action,Carte de crédit,Espagnol,2019-02-26,2023-03-29,2018-04-15,2019-02-24,3691,15,8.24,42,88,117
693,Allemagne,Basic,PC,Annulé,Comédie,PayPal,Japonais,2022-05-20,2017-06-27,2018-11-27,2018-12-10,3998,63,14.78,18,98,118
694,Allemagne,Standard,TV,Annulé,Horreur,Virement,Allemand,2019-02-18,2023-04-19,2018-10-07,2019-07-15,2735,28,11.03,39,40,7
695,Canada,Premium,TV,Annulé,Documentaire,PayPal,Espagnol,2017-07-07,2019-12-29,2016-03-07,2021-01-06,3024,18,9.58,29,81,123
696,Allemagne,Standard,PC,Suspendu,Comédie,Virement,Anglais,2015-10-15,2016-06-02,2020-05-03,2022-04-15,4827,61,11.53,26,39,204
697,Japon,Premium,TV,Annulé,Documentaire,Carte de crédit,Anglais,2016-03-16,2017-02-02,2023-08-24,2024-04-08,1501,16,8.79,67,3,105
698,France,Standard,TV,Suspendu,Drame,Chèque,Français,2021-04-07,2016-05-14,2016-09-24,2016-11-12,4651,73,6.25,35,7,65
699,Canada,Standard,Tablette,Actif,Comédie,Virement,Espagnol,2015-03-05,2019-01-24,2018-07-14,2019-11-28,582,75,15.42,42,31,183
700,Inde,Premium,TV,Suspendu,Action,Chèque,Espagnol,2017-05-05,2019-04-28,2015-12-30,2023-03-20,3099,20,9.23,21,58,210
701,Canada,Premium,Mobile,Annulé,Action,PayPal,Hindi,2021-09-08,2015-10-04,2016-09-17,2023-09-26,2070,21,14.85,63,68,9
702,Canada,Premium,Tablette,Suspendu,Sci-Fi,Carte de crédit,Espagnol,2015-11-29,2015-09-04,2021-09-04,2022-01-19,1555,88,15.66,49,0,71
703,Japon,Standard,PC,Actif,Horreur,Virement,Japonais,2023-04-12,2019-09-02,2021-08-03,2022-05-11,3887,14,13.66,56,60,234
704,Japon,Standard,Mobile,Actif,Action,Virement,Hindi,2017-02-01,2023-06-14,2023-08-14,2024-05-01,1248,75,13.61,35,68,173
705,Allemagne,Basic,PC,Suspendu,Horreur,Virement,Espagnol,2016-09-20,2018-01-21,2017-02-07,2022-10-14,2233,2,7.18,49,7,183
706,Inde,Basic,TV,Suspendu,Sci-Fi,PayPal,Espagnol,2018-11-26,2019-01-22,2019-07-24,2019-10-17,522,68,13.05,52,8,112
707,Brésil,Premium,PC,Actif,Horreur,Carte de crédit,Espagnol,2022-01-06,2020-03-13,2020-03-25,2020-09-19,47,1,15.11,53,87,189
708,Canada,Basic,TV,Actif,Drame,Carte de crédit,Allemand,2016-05-26,2021-01-14,2015-01-28,2022-07-11,3828,51,8.33,34,31,265
709,USA,Premium,PC,Annulé,Drame,Chèque,Allemand,2019-12-01,2020-09-29,2023-08-13,2023-11-10,2692,79,6.98,38,58,223
710,Allemagne,Premium,Tablette,Annulé,Sci-Fi,Chèque,Anglais,2019-10-28,2020-12-24,2022-05-28,2022-08-23,3746,74,6.48,58,28,192
711,Inde,Standard,Tablette,Suspendu,Drame,PayPal,Anglais,2019-11-05,2015-07-11,2018-02-03,2018-11-23,412,94,7.48,43,16,15
712,Brésil,Standard,TV,Actif,Horreur,Carte de crédit,Allemand,2023-10-18,2019-08-13,2017-07-15,2019-10-17,3582,41,15.5,65,68,28
713,Inde,Standard,Tablette,Actif,Action,Carte de crédit,Français,2020-11-01,2022-03-03,2023-07-26,2024-06-03,2207,75,13.25,65,70,78
