ID_Client,Date_Inscription,Moyen_Paiement,Préférences,Evaluations_Chauffeurs,Préférences_Musique,Dépense_Totale,Nombre_Trajets,Compte_Vérifié
964,2022-05-11 12:07:10,PayPal,Famille,1.7,Hip-Hop,4362.19,107,True
965,2021-09-03 11:47:15,Espèces,VIP,4.73,Hip-Hop,3995.28,98,True
966,2021-08-03 02:31:01,PayPal,Famille,1.47,Classique,4647.57,114,True
967,2020-06-03 16:05:31,Carte de Crédit,Famille,4.02,Jazz,6319.06,155,True
968,2019-12-24 09:16:13,Carte de Crédit,Standard,4.53,Rock,6849.05,168,False
969,2022-07-27 00:55:38,PayPal,Famille,4.73,Pop,1059.97,26,True
970,2019-06-01 02:36:38,Carte de Crédit,Standard,4.53,Jazz,407.68,10,True
971,2022-05-04 21:08:58,Carte de Crédit,Standard,2.7,Pop,937.67,23,True
972,2021-04-11 13:34:59,PayPal,VIP,2.9,Classique,7175.2,176,False
973,2022-08-12 05:18:18,PayPal,VIP,1.05,Hip-Hop,1019.2,25,False
974,2018-07-16 20:00:16,Carte de Crédit,Standard,2.59,Hip-Hop,3139.15,77,False
975,2022-03-31 10:27:13,Espèces,Standard,3.1,Classique,4647.57,114,True
976,2020-09-01 18:29:46,Carte de Crédit,Standard,4.03,Rock,6604.44,162,False
977,2020-06-20 07:32:06,Carte de Crédit,Eco,2.37,Classique,2813.0,69,True
978,2018-02-18 09:44:54,Carte de Crédit,Standard,1.42,Pop,2813.0,69,False
979,2019-11-16 09:51:18,Espèces,Standard,4.06,Pop,6033.69,148,False
980,2018-11-07 22:45:55,Espèces,Famille,1.51,Classique,4647.57,114,False
981,2020-03-20 09:58:56,Espèces,Eco,1.15,Jazz,7664.41,188,False
982,2018-09-30 02:52:09,Espèces,Standard,4.08,Rock,122.3,3,True
983,2019-02-12 00:51:12,PayPal,Eco,2.29,Aucune,652.29,16,True
984,2021-03-19 21:00:48,PayPal,Famille,3.66,Rock,896.9,22,True
985,2021-04-11 12:29:46,PayPal,Standard,2.01,Pop,5992.92,147,True
986,2018-09-21 15:23:29,Espèces,Standard,2.79,Aucune,2976.08,73,True
987,2021-11-21 03:58:00,Espèces,Standard,3.41,Classique,6767.51,166,False
988,2021-10-26 23:19:38,PayPal,Standard,2.62,Classique,6767.51,166,False
989,2020-05-12 00:21:53,Espèces,Famille,3.73,Pop,4158.35,102,True
990,2019-09-12 19:38:00,Carte de Crédit,VIP,4.35,Hip-Hop,407.68,10,True
991,2019-03-06 11:32:17,Espèces,VIP,3.85,Rock,4973.71,122,False
992,2018-10-02 23:35:00,PayPal,Standard,3.62,Hip-Hop,6359.83,156,False
993,2021-02-19 05:00:36,Espèces,VIP,4.84,Classique,3669.13,90,False
994,2020-12-12 12:27:20,Carte de Crédit,Famille,4.16,Pop,1223.04,30,False
995,2020-09-20 09:34:30,PayPal,Famille,3.54,Hip-Hop,7012.12,172,False
996,2018-02-26 03:48:18,Espèces,VIP,3.48,Classique,7175.2,176,False
997,2022-07-22 19:33:24,PayPal,Standard,3.82,Pop,1059.97,26,True
998,2018-05-25 13:57:23,Espèces,Eco,1.51,Rock,6563.67,161,True
999,2020-09-03 08:01:40,Carte de Crédit,Famille,3.29,Classique,3098.38,76,True
1000,2018-02-27 11:42:02,Espèces,Eco,2.75,Pop,3872.97,95,False
1001,2018-07-31 20:19:22,Carte de Crédit,VIP,2.03,Hip-Hop,2690.7,66,True
1002,2021-07-09 13:30:36,Espèces,VIP,3.23,Aucune,2405.32,59,True
1003,2018-04-14 08:44:15,Carte de Crédit,Famille,4.85,Rock,7745.95,190,False
1004,2021-01-23 04:21:29,Espèces,VIP,1.56,Pop,7786.72,191,True
1005,2018-06-25 05:28:22,Carte de Crédit,Eco,1.98,Aucune,6237.53,153,True
1006,2021-12-06 18:02:25,Espèces,Eco,3.34,Hip-Hop,163.07,4,True
1007,2018-09-22 00:58:35,PayPal,Famille,3.97,Pop,1956.87,48,True
1008,2019-11-25 12:12:24,PayPal,VIP,2.44,Hip-Hop,4321.42,106,True
1009,2022-06-08 12:42:12,Carte de Crédit,Eco,1.54,Jazz,7664.41,188,True
1010,2020-04-12 22:00:23,Espèces,Famille,3.32,Aucune,6522.9,160,True
1011,2022-02-04 15:36:55,PayPal,Famille,1.37,Classique,3832.21,94,False
1012,2020-03-06 08:42:42,PayPal,Famille,1.4,Rock,2813.0,69,True
1013,2022-10-01 22:00:49,Carte de Crédit,VIP,2.71,Aucune,3016.84,74,False
1014,2022-06-10 12:37:31,Carte de Crédit,Famille,3.99,Classique,5666.77,139,True
1015,2021-03-29 09:53:10,Espèces,Eco,4.96,Pop,7501.34,184,False
1016,2018-10-21 11:57:20,PayPal,Famille,4.44,Aucune,2323.78,57,False
1017,2018-05-23 21:41:44,PayPal,Famille,4.18,Pop,366.91,9,True
1018,2020-04-14 11:07:55,Espèces,VIP,4.33,Rock,1589.96,39,True
1019,2019-06-30 20:40:45,Espèces,Eco,3.78,Rock,5585.24,137,False
1020,2018-08-20 14:07:51,PayPal,VIP,3.46,Classique,4321.42,106,False
1021,2022-02-17 02:37:45,PayPal,VIP,3.12,Classique,7012.12,172,True
1022,2022-06-28 01:42:33,Espèces,Standard,4.71,Aucune,1141.51,28,True
1023,2018-11-06 05:25:32,Espèces,Standard,2.76,Hip-Hop,6726.75,165,False
1024,2021-06-28 17:06:07,Carte de Crédit,Standard,4.43,Aucune,6645.21,163,False
1025,2020-04-14 17:48:44,Carte de Crédit,Famille,4.93,Aucune,4036.05,99,False
1026,2021-08-23 11:13:25,Carte de Crédit,Eco,4.83,Pop,2568.39,63,False
1027,2018-09-10 19:20:29,Espèces,VIP,3.67,Rock,7501.34,184,True
1028,2018-05-17 11:27:39,PayPal,Eco,3.38,Classique,1712.26,42,True
1029,2021-01-15 01:25:33,Carte de Crédit,VIP,4.15,Pop,5585.24,137,False
1030,2019-02-12 00:30:40,PayPal,Famille,2.99,Rock,4688.34,115,False
1031,2019-01-25 12:58:28,PayPal,Standard,2.75,Hip-Hop,611.52,15,True
1032,2018-05-22 08:17:19,Carte de Crédit,Famille,4.02,Rock,1875.34,46,False
1033,2018-03-26 06:54:45,PayPal,VIP,1.3,Classique,7705.18,189,True
1034,2021-01-23 10:57:39,Carte de Crédit,Standard,4.82,Jazz,2609.16,64,False
1035,2019-08-08 09:17:15,PayPal,Famille,2.04,Aucune,2283.02,56,True
1036,2018-10-15 22:49:10,Carte de Crédit,Famille,1.38,Rock,4402.96,108,True
1037,2020-11-17 12:54:41,Carte de Crédit,Standard,1.38,Jazz,6074.46,149,True
1038,2019-01-04 23:32:18,PayPal,VIP,2.78,Jazz,978.44,24,False
1039,2019-08-27 14:11:37,PayPal,Standard,2.28,Pop,3709.9,91,True
1040,2020-12-04 07:23:16,Carte de Crédit,VIP,1.17,Aucune,3383.76,83,True
1041,2022-05-04 02:42:59,Espèces,Standard,2.64,Rock,7419.8,182,False
1042,2018-06-26 00:44:01,PayPal,Eco,4.77,Rock,7542.11,185,True
1043,2022-05-01 00:22:15,PayPal,Standard,4.64,Rock,1712.26,42,False
1044,2020-12-05 08:42:37,Carte de Crédit,Standard,1.4,Pop,3628.37,89,True
1045,2019-08-08 17:22:47,Carte de Crédit,Standard,1.65,Aucune,6319.06,155,True
1046,2020-03-10 18:32:35,Carte de Crédit,Famille,2.71,Hip-Hop,1589.96,39,False
1047,2019-06-30 04:42:29,Espèces,VIP,1.93,Pop,4443.73,109,True
1048,2020-01-06 05:47:31,PayPal,Standard,2.66,Hip-Hop,937.67,23,False
1049,2019-02-20 00:00:16,Espèces,Famille,3.59,Rock,2690.7,66,True
1050,2018-05-31 06:05:24,PayPal,Famille,3.07,Aucune,7582.88,186,False
1051,2021-03-01 10:24:01,PayPal,Eco,3.2,Aucune,6767.51,166,True
1052,2022-11-10 16:15:04,Carte de Crédit,Famille,3.65,Hip-Hop,2323.78,57,False
1053,2018-05-06 03:34:59,Espèces,Eco,2.75,Jazz,1508.42,37,True
1054,2018-03-04 07:47:12,Carte de Crédit,Eco,4.82,Aucune,2609.16,64,True
1055,2019-03-20 23:06:26,Espèces,Standard,3.71,Pop,3709.9,91,False
1056,2018-11-01 03:53:49,Espèces,Eco,2.55,Aucune,5626.01,138,False
1057,2022-12-10 06:44:04,Carte de Crédit,Famille,2.83,Aucune,4851.41,119,True
1058,2021-04-14 13:04:43,Carte de Crédit,VIP,1.16,Aucune,4932.95,121,True
1059,2021-11-23 19:06:47,Carte de Crédit,Famille,3.96,Hip-Hop,122.3,3,True
1060,2019-12-18 21:24:09,Carte de Crédit,Eco,3.19,Aucune,5340.63,131,True
1061,2019-02-22 05:53:46,PayPal,Standard,4.51,Hip-Hop,5707.54,140,False
1062,2020-08-18 16:46:03,PayPal,Standard,4.11,Jazz,7623.65,187,True
1063,2020-03-04 06:08:43,Carte de Crédit,Eco,3.43,Aucune,1834.57,45,True
1064,2022-04-09 12:39:55,PayPal,Standard,4.29,Pop,2323.78,57,True
1065,2021-10-19 10:22:33,Espèces,Eco,4.05,Aucune,1793.8,44,True
1066,2019-12-31 12:05:19,Espèces,Eco,1.31,Rock,611.52,15,True
1067,2019-08-15 08:25:58,Carte de Crédit,Famille,2.59,Pop,7012.12,172,True
1068,2020-06-16 21:20:00,Espèces,Eco,4.09,Rock,3628.37,89,False
1069,2019-10-03 04:59:02,Espèces,Famille,4.14,Aucune,3261.45,80,False
1070,2021-11-22 03:58:30,Espèces,Eco,4.52,Classique,7909.02,194,True
1071,2019-02-03 02:53:04,Carte de Crédit,Famille,4.22,Pop,1712.26,42,True
1072,2019-09-28 09:44:08,Espèces,Eco,1.24,Aucune,3832.21,94,True
1073,2018-04-06 05:10:48,Carte de Crédit,Famille,2.19,Hip-Hop,3465.29,85,True
1074,2019-11-17 00:37:47,PayPal,VIP,4.07,Hip-Hop,5870.61,144,False
1075,2018-01-06 07:04:54,Espèces,Standard,3.94,Rock,5422.16,133,False
1076,2018-10-03 08:34:54,Carte de Crédit,Eco,2.96,Pop,7745.95,190,False
1077,2020-06-30 19:23:04,Carte de Crédit,Famille,1.93,Hip-Hop,3954.51,97,True
1078,2018-12-04 09:17:06,Espèces,Famille,2.94,Hip-Hop,3913.74,96,False
1079,2020-04-20 06:49:56,Carte de Crédit,Standard,2.64,Pop,8031.33,197,True
1080,2018-08-30 02:42:19,PayPal,Standard,4.74,Hip-Hop,7990.56,196,True
1081,2018-02-18 04:32:23,Carte de Crédit,Standard,3.33,Pop,570.75,14,True
1082,2020-08-08 00:44:39,Carte de Crédit,VIP,2.17,Classique,1549.19,38,False
1083,2018-03-28 16:36:39,PayPal,Eco,2.99,Rock,7542.11,185,False
1084,2022-10-14 15:53:04,Espèces,VIP,4.84,Classique,4525.27,111,False
1085,2018-09-15 01:19:55,Espèces,Standard,4.4,Rock,1467.65,36,True
1086,2021-01-06 09:04:52,Espèces,Eco,2.3,Aucune,2201.48,54,False
1087,2022-08-16 21:41:04,Espèces,Eco,3.8,Hip-Hop,5626.01,138,True
1088,2020-10-04 11:10:58,PayPal,VIP,4.36,Hip-Hop,203.84,5,True
1089,2020-04-29 22:44:57,Carte de Crédit,VIP,2.64,Jazz,5503.7,135,True
1090,2021-04-15 18:05:33,PayPal,Standard,3.82,Jazz,5259.09,129,False
1091,2018-11-04 13:14:34,Espèces,Standard,1.11,Hip-Hop,611.52,15,True
1092,2022-02-08 01:06:50,Carte de Crédit,Eco,1.53,Pop,7582.88,186,True
1093,2020-07-07 07:09:50,Espèces,VIP,1.67,Pop,5055.25,124,True
1094,2021-09-05 21:54:20,PayPal,Standard,2.14,Pop,3098.38,76,True
1095,2018-07-31 05:17:35,Carte de Crédit,Standard,3.73,Pop,1793.8,44,True
1096,2018-09-02 01:25:04,Carte de Crédit,Eco,1.84,Hip-Hop,5055.25,124,True
1097,2022-01-07 18:46:27,PayPal,VIP,1.26,Jazz,4769.87,117,True
1098,2020-06-15 20:29:36,PayPal,Famille,1.35,Hip-Hop,7460.57,183,True
1099,2018-12-05 09:10:37,Carte de Crédit,Standard,4.93,Hip-Hop,448.45,11,True
1100,2018-10-16 10:33:56,PayPal,Eco,2.01,Aucune,7501.34,184,True
1101,2020-03-11 10:20:40,Espèces,VIP,3.24,Aucune,1223.04,30,False
1102,2021-06-14 10:33:15,Espèces,Eco,2.32,Hip-Hop,4239.89,104,True
1103,2022-02-25 04:04:32,Carte de Crédit,Famille,1.8,Aucune,5503.7,135,True
1104,2019-01-19 08:15:43,Espèces,Eco,1.31,Rock,3913.74,96,True
1105,2022-09-18 06:15:45,PayPal,Standard,3.9,Rock,2527.63,62,True
1106,2022-07-13 21:41:06,PayPal,Eco,4.11,Rock,1712.26,42,True
1107,2019-06-30 04:40:26,Espèces,VIP,2.83,Pop,3424.53,84,True
1108,2021-04-11 14:57:31,PayPal,Standard,1.24,Pop,3179.92,78,False
1109,2022-12-10 21:37:39,Espèces,Eco,2.92,Rock,6930.59,170,False
1110,2019-05-12 01:11:50,Carte de Crédit,Standard,2.64,Aucune,2813.0,69,True
1111,2018-04-25 11:26:57,PayPal,Eco,3.28,Aucune,4525.27,111,False
1112,2020-05-18 17:56:24,Carte de Crédit,Famille,1.48,Hip-Hop,2242.25,55,True
1113,2018-05-11 09:01:00,PayPal,Eco,1.63,Pop,7705.18,189,True
1114,2020-12-31 21:31:05,PayPal,Eco,1.41,Pop,1141.51,28,True
1115,2020-07-09 15:27:20,PayPal,VIP,3.54,Pop,6074.46,149,True
1116,2018-04-18 07:35:40,Espèces,Standard,4.17,Rock,2242.25,55,True
1117,2018-07-08 03:02:37,Carte de Crédit,Eco,3.42,Aucune,1997.64,49,True
1118,2020-12-14 09:20:51,Carte de Crédit,Standard,4.83,Rock,5462.93,134,False
1119,2020-10-14 08:22:35,PayPal,Standard,4.38,Hip-Hop,5055.25,124,False
1120,2019-05-15 20:32:01,Espèces,Famille,1.29,Hip-Hop,3628.37,89,True
1121,2018-11-15 15:50:24,PayPal,Famille,3.94,Aucune,6482.14,159,False
1122,2020-11-29 13:39:09,Carte de Crédit,Eco,3.03,Hip-Hop,1467.65,36,True
1123,2018-05-22 13:08:02,Carte de Crédit,Standard,1.37,Rock,1304.58,32,False
1124,2018-01-11 04:20:53,PayPal,Standard,1.51,Pop,163.07,4,False
1125,2019-06-22 10:58:52,Carte de Crédit,VIP,1.17,Hip-Hop,4402.96,108,False
1126,2022-09-10 14:58:42,PayPal,Eco,3.22,Pop,6849.05,168,False
1127,2018-05-17 03:13:19,Carte de Crédit,Eco,4.47,Jazz,4525.27,111,True
1128,2018-08-27 19:36:05,PayPal,Standard,2.51,Aucune,2201.48,54,True
1129,2019-05-31 12:11:16,PayPal,Famille,2.63,Pop,652.29,16,True
1130,2019-06-20 22:11:34,Espèces,VIP,4.97,Pop,1467.65,36,False
1131,2022-11-30 18:35:33,Carte de Crédit,Famille,4.5,Hip-Hop,2976.08,73,True
1132,2019-06-09 03:43:05,Espèces,Eco,4.83,Classique,856.13,21,True
1133,2018-10-07 10:22:00,Carte de Crédit,VIP,4.31,Rock,570.75,14,True
1134,2021-01-04 02:11:02,Espèces,Famille,4.33,Jazz,5096.02,125,False
1135,2022-04-07 07:30:22,PayPal,Eco,4.59,Classique,1671.49,41,True
1136,2022-06-21 02:03:17,PayPal,Standard,4.53,Pop,5911.38,145,True
1137,2021-12-07 22:13:15,Carte de Crédit,VIP,1.14,Pop,4729.11,116,True
1138,2018-11-14 20:33:57,PayPal,VIP,2.86,Jazz,7093.66,174,False
1139,2019-03-06 01:55:43,Espèces,VIP,4.9,Pop,1712.26,42,True
1140,2021-12-14 06:50:29,Carte de Crédit,Famille,2.28,Aucune,1426.89,35,False
1141,2020-12-08 21:09:36,Espèces,Standard,2.64,Rock,978.44,24,True
1142,2018-03-27 10:04:32,PayPal,Standard,4.41,Jazz,1386.12,34,True
1143,2018-01-07 16:40:29,Carte de Crédit,Eco,4.38,Rock,3913.74,96,True
1144,2020-11-01 10:30:44,Carte de Crédit,VIP,3.3,Classique,8031.33,197,True
1145,2020-02-12 15:30:15,PayPal,Famille,3.62,Pop,6889.82,169,True
1146,2018-08-22 21:13:40,PayPal,Standard,2.65,Jazz,7909.02,194,False
1147,2019-10-01 07:18:53,PayPal,VIP,1.92,Pop,4566.03,112,True
1148,2019-04-19 04:03:12,Espèces,VIP,4.98,Classique,570.75,14,True
1149,2020-10-11 22:49:49,Carte de Crédit,Eco,4.67,Pop,611.52,15,True
1150,2020-04-22 20:23:43,Carte de Crédit,VIP,2.13,Rock,529.99,13,True
1151,2022-09-20 15:44:12,PayPal,Famille,2.49,Rock,4606.8,113,True
1152,2019-12-29 20:04:17,PayPal,Eco,3.85,Aucune,4117.58,101,True
1153,2020-01-31 12:30:13,Espèces,Standard,2.76,Aucune,7134.43,175,False
1154,2021-09-08 00:39:18,Carte de Crédit,VIP,4.77,Aucune,611.52,15,True
1155,2022-07-11 18:37:04,Carte de Crédit,VIP,2.65,Aucune,4973.71,122,False
1156,2020-09-23 17:52:22,Espèces,VIP,1.15,Aucune,3628.37,89,False
1157,2021-02-25 18:05:31,Espèces,VIP,2.91,Jazz,4443.73,109,True
1158,2018-02-18 22:25:03,PayPal,VIP,3.97,Jazz,7582.88,186,True
1159,2022-02-20 14:53:55,Espèces,Standard,1.06,Jazz,5096.02,125,True
1160,2019-08-29 05:37:10,Espèces,Famille,1.81,Classique,7990.56,196,False
1161,2020-06-14 19:38:31,PayPal,Standard,4.93,Hip-Hop,2323.78,57,True
1162,2021-07-31 04:07:25,PayPal,Famille,2.55,Rock,5666.77,139,True
1163,2022-02-14 19:34:03,Espèces,Eco,2.38,Classique,7664.41,188,False
1164,2022-12-19 06:45:49,Espèces,VIP,1.17,Hip-Hop,1223.04,30,True
1165,2018-01-14 11:43:37,Espèces,Standard,4.08,Aucune,3506.06,86,True
1166,2020-12-06 04:15:30,PayPal,Eco,4.69,Classique,6685.98,164,False
1167,2018-06-24 14:19:55,Espèces,Eco,1.72,Hip-Hop,4076.82,100,True
1168,2020-09-29 06:31:43,Espèces,Eco,2.62,Rock,5544.47,136,True
1169,2019-09-06 19:31:35,PayPal,Standard,4.09,Hip-Hop,7786.72,191,False
1170,2021-11-08 11:01:10,PayPal,Standard,3.58,Aucune,3220.68,79,True
1171,2019-05-15 03:29:48,Carte de Crédit,Famille,4.6,Hip-Hop,3954.51,97,False
1172,2022-11-19 06:40:42,PayPal,Standard,3.28,Jazz,5503.7,135,True
1173,2019-05-27 03:45:27,Espèces,Eco,4.67,Aucune,4606.8,113,True
1174,2019-10-05 14:38:15,PayPal,Standard,1.26,Hip-Hop,4199.12,103,True
1175,2021-03-26 06:05:49,PayPal,Eco,2.53,Pop,40.77,1,True
1176,2020-11-25 11:18:55,PayPal,Famille,4.35,Aucune,4321.42,106,True
1177,2022-07-14 18:09:32,PayPal,Eco,4.76,Aucune,978.44,24,False
1178,2018-09-03 21:29:00,PayPal,Eco,1.39,Classique,3587.6,88,True
1179,2020-01-18 22:51:36,PayPal,Famille,1.14,Jazz,8072.09,198,True
1180,2019-12-10 03:29:39,Espèces,Famille,1.37,Jazz,6563.67,161,True
1181,2020-12-14 03:31:24,PayPal,Famille,4.1,Aucune,7012.12,172,True
1182,2021-07-26 05:31:47,PayPal,VIP,1.86,Classique,4525.27,111,True
1183,2020-10-10 18:37:09,PayPal,Famille,2.43,Classique,4117.58,101,True
1184,2021-09-23 10:53:54,Carte de Crédit,VIP,1.52,Aucune,5789.08,142,True
1185,2022-12-25 04:38:48,PayPal,Famille,2.57,Pop,2731.47,67,True
1186,2020-12-31 03:25:26,Carte de Crédit,Standard,3.91,Aucune,4076.82,100,True
1187,2019-11-29 19:59:06,Espèces,Standard,3.01,Pop,5870.61,144,False
1188,2019-06-25 02:02:55,Carte de Crédit,VIP,2.25,Jazz,6645.21,163,True
1189,2022-10-11 06:11:39,Espèces,Famille,3.04,Jazz,5748.31,141,True
1190,2019-09-21 22:21:48,PayPal,Eco,4.66,Pop,6645.21,163,True
1191,2022-10-15 14:42:46,PayPal,Eco,2.87,Hip-Hop,7093.66,174,False
1192,2020-01-03 07:56:14,Carte de Crédit,VIP,1.97,Classique,6726.75,165,False
1193,2021-09-20 07:09:15,Espèces,Standard,4.82,Aucune,3791.44,93,True
1194,2018-05-12 12:19:49,Espèces,VIP,1.14,Jazz,5911.38,145,True
1195,2018-05-12 22:57:11,PayPal,Famille,1.83,Pop,733.83,18,True
1196,2018-06-20 15:35:21,Espèces,Standard,3.04,Aucune,7990.56,196,True
1197,2021-07-25 14:57:35,Espèces,VIP,1.31,Aucune,1223.04,30,False
1198,2021-08-26 05:35:19,PayPal,Famille,3.31,Classique,1100.74,27,True
1199,2018-11-07 10:13:14,Espèces,VIP,4.44,Aucune,5789.08,142,True
1200,2020-04-12 02:57:57,Carte de Crédit,VIP,2.74,Jazz,2609.16,64,True
1201,2022-10-30 13:56:01,Espèces,Standard,1.23,Rock,1834.57,45,True
1202,2022-05-13 20:48:25,Carte de Crédit,Eco,1.45,Rock,2690.7,66,True
1203,2020-11-04 20:35:41,Espèces,Eco,2.46,Aucune,2119.94,52,True
1204,2022-12-13 12:23:40,PayPal,Famille,2.43,Jazz,5136.79,126,False
1205,2018-05-14 04:05:40,PayPal,Eco,4.52,Aucune,2079.18,51,True
1206,2020-09-19 23:07:09,PayPal,Famille,2.77,Jazz,2976.08,73,True
1207,2018-09-07 02:33:34,PayPal,Famille,2.34,Pop,5259.09,129,True
1208,2021-12-15 00:43:49,Espèces,Eco,1.64,Pop,815.36,20,True
1209,2021-10-15 03:39:27,Espèces,VIP,1.49,Classique,366.91,9,False
1210,2019-11-13 06:59:08,Espèces,Standard,2.69,Classique,2446.09,60,True
1211,2022-06-27 01:29:55,Espèces,Eco,1.56,Aucune,1182.28,29,False
1212,2018-07-25 22:28:01,Carte de Crédit,VIP,1.56,Rock,2364.55,58,True
1213,2020-02-29 04:25:11,Espèces,Famille,4.09,Rock,7460.57,183,True
1214,2020-08-30 06:02:57,PayPal,Eco,3.54,Aucune,8072.09,198,True
1215,2018-09-13 10:17:45,Carte de Crédit,Standard,3.67,Jazz,4117.58,101,True
1216,2022-09-19 13:52:46,PayPal,Eco,4.03,Aucune,7215.96,177,True
1217,2021-06-03 17:36:27,Carte de Crédit,Standard,3.73,Jazz,1589.96,39,True
1218,2020-06-05 21:51:31,Espèces,Standard,3.23,Classique,2405.32,59,True
1219,2022-01-25 06:45:17,Carte de Crédit,Famille,1.47,Classique,7664.41,188,True
1220,2022-05-10 05:43:08,Carte de Crédit,Eco,3.78,Pop,2772.23,68,True
1221,2021-06-04 21:06:41,Carte de Crédit,Standard,4.33,Classique,3383.76,83,True
1222,2019-04-17 01:19:45,Espèces,Standard,3.43,Jazz,7705.18,189,False
1223,2020-04-25 09:05:55,PayPal,Standard,2.11,Jazz,5299.86,130,True
1224,2018-03-11 20:28:00,Carte de Crédit,Standard,3.46,Hip-Hop,3791.44,93,True
1225,2018-04-21 05:57:25,Espèces,VIP,2.22,Rock,4443.73,109,False
1226,2020-01-24 14:24:04,Carte de Crédit,VIP,3.8,Classique,4729.11,116,False
1227,2018-11-21 00:51:14,Espèces,VIP,3.64,Hip-Hop,5503.7,135,True
1228,2018-05-11 17:27:10,PayPal,Standard,4.56,Classique,4321.42,106,True
1229,2022-03-14 06:09:10,Espèces,Standard,4.4,Rock,4810.64,118,True
1230,2022-09-05 09:40:38,PayPal,Standard,4.43,Pop,3709.9,91,True
1231,2019-05-10 21:28:22,Carte de Crédit,Standard,2.1,Aucune,6930.59,170,False
1232,2020-07-16 19:17:30,PayPal,Famille,1.83,Rock,3179.92,78,True
1233,2018-06-24 22:07:41,Espèces,Eco,1.88,Aucune,6685.98,164,False
1234,2020-05-26 15:06:40,Espèces,VIP,3.53,Aucune,2527.63,62,True
1235,2021-12-14 21:02:36,Carte de Crédit,VIP,1.42,Jazz,2935.31,72,True
1236,2020-01-02 17:17:50,Espèces,Eco,3.47,Pop,6522.9,160,False
1237,2019-02-18 10:42:50,Carte de Crédit,Famille,1.44,Hip-Hop,5299.86,130,True
1238,2018-01-13 09:58:44,Carte de Crédit,Eco,1.25,Rock,3954.51,97,True
1239,2019-04-12 06:39:05,Espèces,Eco,3.73,Hip-Hop,1386.12,34,True
1240,2021-09-25 13:02:00,Espèces,Famille,2.75,Jazz,6522.9,160,True
1241,2019-08-23 08:52:16,Carte de Crédit,VIP,3.87,Classique,1019.2,25,False
1242,2022-11-10 22:58:28,PayPal,Famille,1.76,Hip-Hop,2609.16,64,True
1243,2021-03-09 17:18:49,Carte de Crédit,Standard,4.14,Aucune,5136.79,126,False
1244,2021-04-28 13:53:51,PayPal,Eco,1.64,Classique,1875.34,46,True
1245,2018-09-12 15:47:19,Espèces,Standard,3.33,Hip-Hop,203.84,5,True
1246,2021-10-08 05:34:18,PayPal,VIP,4.0,Hip-Hop,6808.28,167,True
1247,2021-01-16 20:44:59,Espèces,VIP,2.59,Classique,6522.9,160,False
1248,2019-05-08 15:42:47,Carte de Crédit,VIP,1.04,Rock,2568.39,63,True
1249,2020-07-09 05:03:41,PayPal,Famille,1.72,Pop,6359.83,156,True
1250,2022-07-23 02:59:26,Espèces,Famille,2.03,Aucune,815.36,20,True
1251,2020-04-23 11:01:46,Espèces,Standard,3.87,Aucune,2772.23,68,True
1252,2022-09-16 20:11:33,Espèces,Standard,4.58,Classique,4076.82,100,True
1253,2019-03-12 01:44:43,PayPal,Famille,2.94,Rock,5136.79,126,False
1254,2020-05-20 15:36:03,Espèces,Standard,1.57,Rock,6155.99,151,True
1255,2022-02-02 20:29:30,Carte de Crédit,Eco,3.6,Aucune,1059.97,26,True
1256,2019-06-15 06:07:27,Espèces,Eco,1.95,Classique,5789.08,142,True
1257,2019-04-27 17:20:15,PayPal,Standard,3.68,Rock,203.84,5,False
1258,2020-12-26 16:50:13,PayPal,Standard,3.26,Rock,815.36,20,True
1259,2020-06-24 15:34:08,PayPal,VIP,3.42,Jazz,407.68,10,False
1260,2018-08-24 01:07:07,PayPal,Standard,2.56,Classique,3709.9,91,False
1261,2020-04-09 13:51:25,Carte de Crédit,VIP,2.85,Jazz,7786.72,191,False
1262,2019-07-20 00:12:03,Espèces,Standard,1.91,Hip-Hop,5544.47,136,False
1263,2021-12-03 12:54:09,PayPal,Famille,2.27,Pop,5381.4,132,True
1264,2019-04-01 19:19:44,Carte de Crédit,Famille,4.33,Classique,7338.27,180,False
1265,2018-12-19 09:00:57,Espèces,Standard,2.2,Pop,693.06,17,True
1266,2020-04-19 18:36:16,Espèces,Standard,1.18,Pop,4932.95,121,False
1267,2018-06-03 19:36:35,PayPal,Famille,2.73,Hip-Hop,6319.06,155,True
1268,2019-10-12 22:14:41,Espèces,Eco,3.67,Classique,2935.31,72,False
1269,2018-11-03 19:31:07,Espèces,VIP,3.61,Hip-Hop,7827.49,192,False
1270,2018-09-13 20:13:28,Carte de Crédit,Standard,1.84,Rock,4443.73,109,True
1271,2019-09-29 07:18:56,PayPal,Standard,2.66,Pop,7175.2,176,True
1272,2021-01-21 08:39:14,PayPal,VIP,3.29,Pop,1304.58,32,True
1273,2019-11-07 02:22:00,PayPal,VIP,3.42,Hip-Hop,4402.96,108,False
1274,2019-09-03 12:24:58,Espèces,VIP,2.59,Aucune,7786.72,191,False
1275,2021-03-29 03:18:48,PayPal,Famille,1.6,Hip-Hop,407.68,10,False
1276,2022-02-16 21:55:03,Espèces,Famille,2.38,Classique,1100.74,27,True
1277,2018-03-29 05:05:30,Carte de Crédit,Standard,2.53,Rock,4892.18,120,True
1278,2022-02-09 05:52:55,PayPal,VIP,1.77,Jazz,4036.05,99,True
1279,2018-01-10 06:46:35,Espèces,VIP,4.28,Hip-Hop,1141.51,28,True
